inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-265;984;999;1000;356.501;246.507;572.501;260.007;5.42613;1.05688;4.99847;26.0836;920;B
gen-266;996;1000;1000;221.01;116.173;275.01;116.173;4.97471;0.916485;4.35838;19.8005;850;B
gen-267;456;594;1000;1066.94;936.789;8410.94;6417.79;6.68827;0.893963;6.45536;42.8694;3;B
gen-268;976;996;1000;360.736;236.433;684.736;290.433;5.27552;1.4689;4.87542;25.1278;945;B
gen-269;721;943;1000;904.981;548.227;4671.48;1317.73;6.57653;0.601212;5.98119;36.5548;3;B
gen-270;843;958;1000;670.491;413.406;2789.99;980.406;6.15098;0.864344;5.62008;32.4802;148;B
gen-271;984;999;1000;395.789;214.671;611.789;228.171;5.70069;0.611938;5.10333;26.5991;105;B
gen-272;176;432;1000;1363.27;1165.96;12487.3;8833.96;7.14489;0.236248;6.90363;48.1772;1;B
gen-273;1000;1000;1000;110.244;66.067;110.244;66.067;4.30273;0.83227;3.78725;15.0751;999;A
gen-274;997;1000;1000;245.946;175.622;286.446;175.622;5.00899;1.12651;4.6915;23.1312;620;B
gen-275;995;999;1000;256.866;172.273;324.366;185.773;5.03163;1.22615;4.57846;22.2419;822;B
gen-276;719;842;1000;846.256;644.926;4639.76;2777.93;6.4445;0.778943;6.08655;37.9915;10;B
gen-277;1000;1000;1000;184.894;80.497;184.894;80.497;4.69157;1.23078;3.94262;16.5135;999;B
gen-278;805;878;1000;755.73;581.354;3388.23;2228.35;6.2533;1.03067;5.8647;35.7173;1;B
gen-279;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-280;977;1000;1000;454.738;218.204;765.238;218.204;5.79872;0.739869;5.09419;26.5883;33;B
gen-281;720;955;1000;874.516;471.796;4654.52;1079.3;6.51739;0.658023;5.82915;34.7138;1;B
gen-282;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-283;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-284;1000;1000;1000;227.105;127.678;227.105;127.678;4.98604;0.969459;4.43681;20.563;995;B
gen-285;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-286;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-287;510;815;1000;1106.15;751.847;7721.15;3249.35;6.83002;0.523371;6.33096;40.8536;1;B
gen-288;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-289;587;808;1000;1008.21;758.101;6583.71;3350.1;6.68754;0.643617;6.3073;40.647;1;B
gen-290;923;994;1000;459.387;237.73;1498.89;318.73;5.59875;1.21991;4.94974;25.5604;6;B
gen-291;965;1000;1000;427.127;211.827;899.627;211.827;5.60701;1.06624;4.97455;25.6044;372;B
gen-292;602;837;1000;1035.53;704.256;6408.53;2904.76;6.74404;0.554853;6.23602;39.6895;10;B
gen-293;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-294;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-295;1000;1000;1000;109.433;64.505;109.433;64.505;4.21758;1.09836;3.69102;14.659;999;B
gen-296;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-297;1000;1000;1000;228.772;93.065;228.772;93.065;5.05984;0.807528;4.31542;19.0806;943;B
gen-298;986;995;1000;309.641;215.858;498.641;283.358;5.2689;1.00567;4.92291;25.1544;985;B
gen-299;917;985;1000;551.747;306.382;1672.25;508.882;5.94437;0.852664;5.36346;29.5147;174;B
gen-300;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-301;1000;1000;1000;152.436;84.626;152.436;84.626;4.59367;0.884224;4.13727;17.7464;998;A
gen-302;691;936;1000;903.618;513.018;5075.12;1377.02;6.56124;0.636543;5.89909;35.5928;1;B
gen-303;1000;999;1000;229.297;119.604;229.297;133.104;5.06361;0.804486;4.42419;20.3325;871;A
gen-304;980;997;1000;377.466;269.896;647.466;310.396;5.52177;0.932042;5.17113;27.691;397;B
gen-305;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-306;850;975;1000;700.904;406.911;2725.9;744.411;6.19952;0.91581;5.60246;32.3432;56;B
gen-307;780;994;1000;864.14;430.094;3834.14;511.094;6.56015;0.502784;5.81813;34.4118;2;B
gen-308;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-309;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-310;130;250;1000;1398.94;1296.92;13143.9;11421.9;7.1823;0.209459;7.05418;50.179;1;B
gen-311;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-312;892;967;1000;589.94;360.648;2047.94;806.148;5.97779;0.984498;5.39341;30.1806;96;B
gen-313;95;129;1000;1422.76;1385.95;13640.3;13144.5;7.21898;0.134475;7.15979;51.5669;1;B
gen-314;663;958;1000;940.819;482.907;5490.32;1049.91;6.59042;0.710408;5.80342;34.5815;30;B
gen-315;1000;1000;1000;52.113;29.096;52.113;29.096;3.54947;0.797666;3.03303;9.8056;999;A
gen-316;190;479;1000;1369.74;1122.1;12304.7;8155.6;7.16162;0.188291;6.84843;47.4507;1;B
gen-317;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-318;1000;1000;1000;128.662;77.027;128.662;77.027;4.54391;0.634628;4.11843;17.4431;999;B
gen-319;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-320;1000;1000;1000;109.436;66.915;109.436;66.915;4.3986;0.589994;3.97358;16.2438;952;B
gen-321;998;1000;1000;180.101;101.128;207.101;101.128;4.75867;0.937714;4.22371;18.6834;995;B
gen-322;630;789;1000;948.303;761.417;5943.3;3609.92;6.59474;0.708471;6.30622;40.6489;52;B
gen-323;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-324;1000;1000;1000;122.737;61.071;122.737;61.071;4.25486;1.19327;3.61375;14.0864;992;B
gen-325;1000;1000;1000;108.639;68.333;108.639;68.333;4.34739;0.66241;3.97916;16.296;928;A
gen-326;845;977;1000;607.871;318.511;2700.37;629.011;5.92827;1.19038;5.25635;28.709;252;B
gen-327;1000;1000;1000;178.615;89.415;178.615;89.415;4.8272;0.798283;4.20167;18.3016;997;B
gen-328;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-329;936;990;1000;524.615;301.934;1388.62;436.934;5.90106;0.842766;5.30539;29.0415;553;B
gen-330;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-331;470;691;1000;1154.9;888.679;8309.9;5060.18;6.90633;0.409995;6.53287;43.3706;1;B
gen-332;798;989;1000;775.996;378.75;3503;527.25;6.32194;0.924747;5.55549;31.7782;33;B
gen-333;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-334;986;961;1000;310.443;359.742;499.443;886.242;5.09433;1.56856;4.9943;27.3322;207;A
gen-335;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-336;955;987;1000;457.687;298.289;1065.19;473.789;5.72565;0.960065;5.18626;28.0472;3;B
gen-337;1000;1000;1000;125.748;72.902;125.748;72.902;4.53158;0.640691;4.0674;17.0038;300;A
gen-338;975;998;1000;441.935;247.005;779.435;274.005;5.77571;0.687069;5.23539;27.978;112;B
gen-339;852;985;1000;638.651;299.439;2636.65;501.939;5.93064;1.54102;5.17155;28.0157;140;B
gen-340;861;973;1000;663.922;398.84;2540.42;763.34;6.187;0.736853;5.68617;32.9857;169;B
gen-341;520;577;1000;1037.53;935.355;7517.53;6645.85;6.61749;1.0877;6.30732;41.705;26;B
gen-342;322;425;1000;1209.59;1081.11;10362.6;8843.61;6.89378;0.696026;6.68711;45.6953;2;B
gen-343;270;526;1000;1292.84;1074.48;11147.8;7473.48;7.05063;0.372276;6.77795;46.5732;1;B
gen-344;999;1000;1000;117.309;62.399;130.809;62.399;4.37709;0.843323;3.82176;15.251;1000;B
gen-345;394;695;1000;1212.42;928.867;9393.42;5046.37;6.98637;0.32115;6.61693;44.3895;1;B
gen-346;1000;1000;1000;116.444;64.733;116.444;64.733;4.46616;0.596589;3.96013;16.102;857;A
gen-347;530;826;1000;1070.87;718.785;7415.87;3067.78;6.78397;0.545365;6.23737;39.795;1;B
gen-348;1000;1000;1000;78.886;55.543;78.886;55.543;3.87918;1.04462;3.55251;13.6305;999;B
gen-349;735;811;1000;840.385;702.442;4417.89;3253.94;6.38599;0.991274;6.13373;38.7692;38;B
gen-350;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-351;520;759;1000;1056.13;752.995;7536.13;4006.49;6.74237;0.630231;6.20072;39.6256;1;B
gen-352;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-353;1000;1000;1000;143.605;82.536;143.605;82.536;4.60799;0.779614;4.07889;17.3216;997;B
gen-354;1000;1000;1000;87.567;64.253;87.567;64.253;4.04167;0.874916;3.72458;14.7075;995;B
gen-355;542;887;1000;1071.38;676.46;7254.38;2201.96;6.81259;0.435805;6.24803;39.6898;1;B
gen-356;994;1000;1000;368.698;163.678;449.698;163.678;5.60626;0.683069;4.87046;24.2162;796;B
gen-357;1000;1000;1000;67.415;42.244;67.415;42.244;3.85842;0.731462;3.46319;12.578;981;A
gen-358;196;200;1000;1326.85;1318.45;12180.8;12118.4;7.08679;0.333525;7.07218;50.427;41;B
gen-359;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-360;1000;1000;1000;156.518;63.098;156.518;63.098;4.6172;1.00486;3.74547;14.9109;996;B
gen-361;1000;1000;1000;122.35;58.557;122.35;58.557;4.44987;0.767607;3.82955;15.162;999;A
gen-362;987;1000;1000;332.326;180.519;507.826;180.519;5.23189;1.45962;4.64311;22.8401;82;B
gen-363;862;999;1000;651.333;262.749;2514.33;276.249;6.08229;1.01531;5.22874;28.1011;19;B
gen-364;577;835;1000;1025.71;693.154;6736.21;2920.65;6.72254;0.589882;6.18416;39.173;1;B
gen-365;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-366;635;919;1000;966.688;594.836;5894.19;1688.34;6.62274;0.714202;6.03998;37.3511;11;B
gen-367;995;1000;1000;318.104;138.944;385.604;138.944;5.42261;0.752751;4.66699;22.3546;785;B
gen-368;1000;1000;1000;103.467;57.065;103.467;57.065;4.27619;0.816938;3.70491;14.4604;997;A
gen-369;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-370;972;997;1000;416.172;258.378;794.172;298.878;5.68363;0.746204;5.25958;28.2909;108;B
gen-371;952;1000;1000;533.102;232.585;1181.1;232.585;5.93593;0.829219;5.14819;27.1976;4;B
gen-372;1000;1000;1000;39.398;22.126;39.398;22.126;3.32704;0.709483;2.85073;8.63626;997;B
gen-373;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-374;415;740;1000;1170.2;830.041;9067.7;4340.04;6.90576;0.471833;6.43588;42.1841;1;B
gen-375;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-376;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-377;999;1000;1000;254.85;152.068;268.35;152.068;5.14491;0.846859;4.67795;22.579;1000;B
gen-378;959;996;1000;480.293;270.415;1033.79;324.415;5.77006;0.930014;5.14191;27.3966;530;B
gen-379;980;999;1000;386.069;206.708;656.069;220.208;5.48375;1.18244;4.82626;24.5362;916;B
gen-380;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-381;45;83;1000;1460.83;1422.45;14353.3;13801.9;7.26415;0.0760697;7.20893;52.1923;1;B
gen-382;947;1000;1000;511.323;224.337;1226.82;224.337;5.87205;0.836828;5.08946;26.6173;10;B
gen-383;996;1000;1000;306.255;138.508;360.255;138.508;5.31515;0.918418;4.58979;21.7541;996;B
gen-384;1000;1000;1000;151.707;76.547;151.707;76.547;4.61256;0.884381;3.97827;16.5361;999;A
gen-385;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-386;1000;1000;1000;96.938;55.994;96.938;55.994;4.18145;0.860087;3.64185;14.0508;997;A
gen-387;997;1000;1000;214.729;114.306;255.229;114.306;4.89958;1.03533;4.39247;20.0228;968;B
gen-388;944;999;1000;528.359;256.496;1284.36;269.996;5.91639;0.840238;5.21628;27.9385;1;B
gen-389;730;846;1000;828.179;618.686;4473.18;2697.69;6.40007;0.846755;5.95524;36.6707;3;B
gen-390;878;968;1000;678.905;424.935;2325.91;856.935;6.2287;0.699222;5.72139;33.4602;94;B
gen-391;349;570;1000;1227.9;974.428;10016.4;6779.43;6.98465;0.382145;6.61027;44.4925;1;B
gen-392;1000;1000;1000;157.788;91.617;157.788;91.617;4.60833;1.03361;4.12475;17.8742;996;B
gen-393;951;966;1000;483.261;345.493;1144.76;804.493;5.8187;0.839158;5.3469;29.6449;892;B
gen-394;818;979;1000;774.697;375.905;3231.7;659.405;6.36308;0.7514;5.59925;32.0704;37;B
gen-395;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-396;594;862;1000;1045.04;720.178;6526.04;2583.18;6.77659;0.472813;6.324;40.6488;5;B
gen-397;883;981;1000;595.238;358.933;2174.74;615.433;5.96562;1.04865;5.41744;30.4461;80;B
gen-398;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-399;1000;1000;1000;149.151;87.477;149.151;87.477;4.64283;0.781848;4.16673;17.9971;980;A
gen-400;1000;1000;1000;221.649;137.779;221.649;137.779;5.01286;0.91255;4.49025;21.1865;970;A
gen-401;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-402;886;978;1000;687.279;430.272;2226.28;727.272;6.24409;0.712145;5.72322;33.5599;17;B
gen-403;981;999;1000;373.832;223.103;630.332;236.603;5.54207;0.863097;5.05951;26.3793;786;B
gen-404;920;906;1000;450.608;469.903;1530.61;1738.9;5.41693;1.70791;5.44398;31.4339;753;A
gen-405;974;998;1000;335.496;245.066;686.496;272.066;5.1745;1.59782;4.82114;24.9298;866;B
gen-406;709;946;1000;923.493;556.234;4851.99;1285.23;6.60453;0.580418;6.0303;37.0626;8;B
gen-407;999;1000;1000;235.798;115.777;249.298;115.777;5.12872;0.704637;4.50443;20.7926;994;B
gen-408;888;963;1000;621.453;391.108;2133.45;890.608;6.03837;1.01041;5.44584;30.9338;484;B
gen-409;995;1000;1000;330.868;167.619;398.368;167.619;5.46972;0.707681;4.86897;24.2214;956;B
gen-410;812;940;1000;708.081;485.747;3246.08;1295.75;6.20227;0.911534;5.75949;34.1878;3;B
gen-411;1000;1000;1000;91.262;45.994;91.262;45.994;4.00785;1.02999;3.45908;12.7091;890;A
gen-412;989;1000;1000;324.731;138.661;473.231;138.661;5.38951;0.887507;4.59213;21.7993;856;B
gen-413;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-414;974;1000;1000;440.821;210.018;791.821;210.018;5.65055;1.05482;4.96148;25.4924;654;B
gen-415;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-416;999;1000;1000;237.301;137.957;250.801;137.957;5.04387;0.948138;4.53505;21.3981;989;B
gen-417;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-418;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-419;878;973;1000;626.64;381.713;2273.64;746.213;6.09428;0.815039;5.57308;31.8658;5;B
gen-420;223;359;1000;1319.84;1218.48;11809.3;9871.98;7.08896;0.304287;6.95905;48.9264;1;B
gen-421;886;983;1000;605.315;339.999;2144.32;569.499;6.04078;0.858815;5.40721;30.1489;116;B
gen-422;1000;1000;1000;85.236;48.254;85.236;48.254;4.0291;0.873186;3.50053;12.9814;997;A
gen-423;1000;999;1000;249.635;171.799;249.635;185.299;5.0458;1.11494;4.63095;22.5782;1000;A
gen-424;803;962;1000;773.793;458.95;3433.29;971.95;6.35838;0.736741;5.77514;34.1585;6;B
gen-425;994;1000;1000;301.255;149.42;382.255;149.42;5.19362;1.32731;4.55035;21.8215;862;B
gen-426;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-427;598;799;1000;1000.02;737.215;6427.02;3450.72;6.67539;0.644107;6.23741;39.885;6;B
gen-428;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-429;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-430;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-431;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-432;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-433;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-434;560;928;1000;1051.77;600.475;6991.77;1572.47;6.75569;0.582364;6.08032;37.7819;5;B
gen-435;989;1000;1000;359.61;168.408;508.11;168.408;5.44227;1.04777;4.70426;23.1093;917;B
gen-436;1000;1000;1000;101.331;50.92;101.331;50.92;4.14175;1.05123;3.57197;13.4944;940;B
gen-437;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-438;912;982;1000;568.179;332.588;1756.18;575.588;5.9964;0.784031;5.46258;30.5534;233;B
gen-439;987;1000;1000;330.989;164.119;506.489;164.119;5.33505;1.0408;4.71484;23.0286;938;B
gen-440;1000;1000;1000;141.387;79.378;141.387;79.378;4.56888;0.852123;3.99102;16.7375;993;B
gen-441;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-442;295;449;1000;1296.84;1141.31;10814.3;8579.81;7.07156;0.31167;6.85316;47.5814;1;B
gen-443;1000;1000;1000;28.651;15.898;28.651;15.898;3.01771;0.686812;2.54056;6.90422;997;B
gen-444;1000;1000;1000;179.874;95.649;179.874;95.649;4.7526;0.979106;4.20734;18.4691;999;A
gen-445;825;974;1000;742.109;451.784;3104.61;802.784;6.22491;1.05818;5.67575;33.311;51;B
gen-446;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-447;483;647;1000;1062.66;874.762;8042.16;5640.26;6.697;0.837447;6.38508;41.9056;1;B
gen-448;1000;1000;1000;86.69;54.37;86.69;54.37;4.016;0.966355;3.50773;13.2851;996;B
gen-449;1000;1000;1000;163.069;105.513;163.069;105.513;4.55242;1.31242;4.09067;18.0351;994;A
gen-450;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-451;78;304;1000;1447.29;1275.39;13894.3;10671.4;7.25703;0.0588218;7.03554;49.9074;1;B
gen-452;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-453;901;988;1000;573.652;294.648;1910.15;456.648;5.93385;1.02997;5.22116;28.3106;137;B
gen-454;542;814;1000;1041.68;725.257;7224.68;3236.26;6.7409;0.570074;6.23849;39.8283;9;B
gen-455;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-456;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-457;429;714;1000;1172.21;884.985;8880.71;4745.98;6.91748;0.443703;6.50664;43.1446;1;B
gen-458;894;956;1000;571.406;401.827;2002.41;995.827;5.83388;1.36933;5.39011;30.5745;64;B
gen-459;670;912;1000;900.198;517.036;5355.2;1705.04;6.47454;0.937791;5.8143;34.8457;1;B
gen-460;494;611;1000;1052.32;870.11;7883.32;6121.61;6.71416;0.704191;6.3688;41.7012;1;B
gen-461;973;999;1000;390.859;221.369;755.359;234.869;5.43156;1.35679;4.83198;24.7519;130;B
gen-462;949;1000;1000;527.889;236.459;1216.39;236.459;5.92231;0.846435;5.10878;26.9048;127;B
gen-463;522;878;1000;1142.42;744.594;7595.42;2391.59;6.91436;0.354304;6.39571;41.4629;1;B
gen-464;993;1000;1000;277.053;141.398;371.553;141.398;5.20226;0.913035;4.62695;22.1024;987;B
gen-465;775;891;1000;784.666;556.907;3822.17;2028.41;6.3737;0.719573;5.94368;36.196;1;B
gen-466;391;672;1000;1198.37;918.094;9419.87;5346.09;6.93174;0.489808;6.51496;43.38;1;B
gen-467;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-468;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-469;994;1000;1000;284.771;154.97;365.771;154.97;5.14436;1.2022;4.58565;22.0437;701;B
gen-470;987;1000;1000;385.581;227.801;561.081;227.801;5.53754;1.03758;4.99862;26.0175;927;B
gen-471;615;816;1000;941.985;657.541;6139.48;3141.54;6.52686;0.940972;6.01108;37.4081;20;B
gen-472;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-473;908;975;1000;537.873;351.68;1779.87;689.18;5.83289;1.0916;5.41655;30.3337;75;B
gen-474;911;1000;1000;586.967;244.062;1788.47;244.062;6.03206;0.797104;5.20819;27.7275;27;B
gen-475;944;995;1000;504.551;272.332;1260.55;339.832;5.70247;1.41701;5.03178;26.686;825;B
gen-476;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-477;767;970;1000;829.682;442.752;3975.18;847.752;6.44977;0.697887;5.76662;33.9879;11;B
gen-478;985;1000;1000;400.351;207.988;602.851;207.988;5.68942;0.660546;5.11207;26.6194;496;B
gen-479;936;991;1000;533.619;328.711;1397.62;450.211;5.93196;0.806757;5.40291;30.0255;208;B
gen-480;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-481;913;964;1000;524.43;357.541;1698.93;843.541;5.81134;1.08077;5.27428;29.1312;802;B
gen-482;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-483;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-484;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-485;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-486;1000;1000;1000;167.716;77.854;167.716;77.854;4.67337;1.05436;3.89611;16.2299;564;B
gen-487;997;999;1000;341.506;174.721;382.006;188.221;5.52961;0.644583;4.91655;24.6648;993;B
gen-488;958;999;1000;448.281;220.626;1015.28;234.126;5.62855;1.18678;4.91937;25.2956;40;B
gen-489;138;461;1000;1401.89;1143.49;13038.9;8419.99;7.19911;0.146283;6.88458;47.8916;1;B
gen-490;661;821;1000;917.934;674.284;5494.43;3090.78;6.5619;0.69058;6.12683;38.512;2;B
gen-491;917;974;1000;587.135;418.335;1707.63;769.335;5.99935;0.941107;5.64268;32.7883;443;B
gen-492;608;653;1000;992.955;856.998;6284.95;5541.5;6.65365;0.709711;6.36563;41.6526;1;B
gen-493;967;995;1000;380.93;209.87;826.43;277.37;5.45684;1.10078;4.88689;24.8031;733;B
gen-494;999;1000;1000;208.077;141.358;221.577;141.358;4.83248;1.1705;4.40574;20.6909;984;B
gen-495;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-496;621;861;1000;969.095;617.231;6085.6;2493.73;6.62827;0.68974;5.99538;37.0268;20;B
gen-497;979;999;1000;322.054;167.148;605.554;180.648;5.28919;1.03572;4.74974;23.3004;918;B
gen-498;1000;1000;1000;123.59;78.093;123.59;78.093;4.29464;1.22367;3.88355;16.1876;17;A
gen-499;1000;1000;1000;113.691;60.099;113.691;60.099;4.37656;0.756416;3.81401;15.1452;995;A
gen-500;989;1000;1000;391.826;203.488;540.326;203.488;5.64633;0.728514;5.03467;25.9509;453;B
gen-501;1000;1000;1000;122.683;80.559;122.683;80.559;4.3879;0.899419;4.005;16.837;565;B
gen-502;909;978;1000;489.575;292.363;1718.08;589.363;5.65203;1.28698;5.08193;27.1011;127;B
gen-503;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-504;951;996;1000;432.287;232.306;1093.79;286.306;5.5194;1.33616;4.92336;25.4274;23;B
gen-505;813;974;1000;787.449;473.868;3311.95;824.868;6.42526;0.595103;5.88566;35.2697;87;B
gen-506;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-507;576;916;1000;1006.83;566.539;6730.83;1700.54;6.63328;0.853263;5.93086;36.2129;4;B
gen-508;995;985;1000;248.938;289.793;316.438;492.293;4.94622;1.37168;4.92275;26.0792;911;A
gen-509;990;1000;1000;364.747;175.635;499.747;175.635;5.60744;0.62371;4.95872;25.0269;643;B
gen-510;568;873;1000;1057.21;646.383;6889.21;2360.88;6.77335;0.537483;6.1403;38.5304;4;B
gen-511;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-512;565;858;1000;1013.72;702.611;6886.22;2619.61;6.68692;0.655195;6.26611;39.9916;1;B
gen-513;1000;1000;1000;132.792;67.412;132.792;67.412;4.5034;0.768951;3.9448;16.0835;999;B
gen-514;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-515;349;592;1000;1242.73;1031.65;10031.2;6539.65;7.01319;0.327683;6.73086;45.9258;1;B
gen-516;779;957;1000;832.996;521.766;3816.5;1102.27;6.47017;0.653521;5.93384;35.9865;35;B
gen-517;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-518;590;844;1000;1034.74;705.526;6569.74;2811.53;6.73614;0.589165;6.23283;39.7241;3;B
