inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-9265;976;1000;1000;382.872;182.94;706.872;182.94;5.46265;1.19364;4.64456;22.8045;821;B
gen-9266;1000;1000;1000;139.73;78.246;139.73;78.246;4.40105;1.23696;3.88438;16.1217;767;B
gen-9267;1000;1000;1000;124.632;64.1;124.632;64.1;4.41062;0.903701;3.79712;15.167;993;A
gen-9268;939;983;1000;419.493;275.801;1242.99;505.301;5.38099;1.57547;4.89652;25.5901;654;B
gen-9269;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9270;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9271;1000;1000;1000;65.027;46.051;65.027;46.051;3.82311;0.732527;3.53256;13.0868;984;B
gen-9272;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9273;684;950;1000;933.103;519.031;5199.1;1194.03;6.60094;0.641222;5.91734;35.7948;5;B
gen-9274;1000;1000;1000;144.247;64.693;144.247;64.693;4.54007;0.97314;3.80761;15.2714;999;B
gen-9275;332;609;1000;1267.23;1021.41;10285.2;6299.91;7.05495;0.25504;6.74114;45.9861;3;B
gen-9276;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9277;1000;1000;1000;192.97;134.528;192.97;134.528;4.8445;0.917435;4.4366;20.7278;954;B
gen-9278;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9279;980;998;1000;371.558;198.76;641.558;225.76;5.46278;1.09716;4.85239;24.5271;599;B
gen-9280;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9281;183;369;1000;1366.12;1207.79;12395.6;9726.29;7.14241;0.255908;6.93378;48.6503;2;B
gen-9282;241;517;1000;1327.97;1096.54;11574.5;7617.03;7.1147;0.227124;6.83271;47.1987;1;B
gen-9283;997;1000;1000;271.589;136.661;312.089;136.661;5.20576;0.862199;4.64355;22.1257;974;B
gen-9284;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9285;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9286;1000;1000;1000;121.934;67.127;121.934;67.127;4.51003;0.625452;4.01154;16.5005;987;A
gen-9287;1000;1000;1000;162.968;101.465;162.968;101.465;4.75913;0.777794;4.31517;19.2994;996;B
gen-9288;963;1000;1000;445.484;213.089;944.984;213.089;5.71715;0.853447;5.06897;26.3288;3;B
gen-9289;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9290;816;928;1000;688.085;528.387;3172.09;1500.39;6.04162;1.4096;5.70143;34.057;41;B
gen-9291;848;976;1000;699.34;391.918;2751.34;715.918;6.21265;0.852152;5.59047;32.1059;65;B
gen-9292;960;999;1000;446.417;241.271;986.417;254.771;5.67246;0.985543;5.10592;26.9059;27;B
gen-9293;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9294;373;688;1000;1219.17;850.005;9683.67;5062.01;6.98439;0.35288;6.43724;42.2721;1;B
gen-9295;702;957;1000;941.74;508.654;4964.74;1089.15;6.62879;0.59323;5.92656;35.8401;15;B
gen-9296;983;1000;1000;307.588;148.674;537.088;148.674;5.01021;1.81209;4.36885;20.5646;953;B
gen-9297;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9298;895;982;1000;649.45;389.868;2066.95;632.868;6.17966;0.715741;5.63231;32.4685;10;B
gen-9299;283;459;1000;1290.9;1121.04;10970.4;8424.54;7.05913;0.328433;6.83187;47.2776;1;B
gen-9300;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9301;991;1000;1000;293.643;130.063;415.143;130.063;5.20511;1.11681;4.44334;20.6324;924;B
gen-9302;473;746;1000;1144.96;805.67;8259.46;4234.67;6.89881;0.40825;6.41197;41.8348;1;B
gen-9303;899;961;1000;588.342;384.074;1951.84;910.574;5.92889;1.17928;5.37824;30.2723;1;B
gen-9304;997;1000;1000;249.177;133.247;289.677;133.247;5.06476;1.00695;4.46035;20.7772;898;B
gen-9305;1000;999;1000;200.086;127.272;200.086;140.772;4.81332;1.04507;4.34873;19.8812;996;A
gen-9306;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9307;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9308;310;488;1000;1271.78;1104.77;10586.8;8016.77;7.04267;0.315767;6.82785;47.1789;1;B
gen-9309;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9310;979;997;1000;408.689;248.044;692.189;288.544;5.65712;0.793202;5.11449;26.9912;555;B
gen-9311;884;1000;1000;646.937;286.87;2212.94;286.87;6.15374;0.781355;5.36313;29.4387;69;B
gen-9312;994;1000;1000;256.125;178.909;337.125;178.909;5.02783;1.1749;4.63542;22.7437;996;B
gen-9313;894;984;1000;572.332;329.186;2003.33;545.186;5.8974;1.15146;5.31075;29.3129;231;B
gen-9314;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9315;965;989;1000;451.119;264.466;923.619;412.966;5.76232;0.787079;5.17265;27.5864;912;B
gen-9316;1000;1000;1000;49.518;26.837;49.518;26.837;3.56244;0.658227;3.04845;9.7554;998;A
gen-9317;1000;1000;1000;83.863;47.917;83.863;47.917;4.17121;0.529229;3.70078;14.0339;999;B
gen-9318;745;912;1000;780.515;522.299;4223.02;1710.3;6.24317;1.15438;5.76508;34.4366;32;B
gen-9319;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9320;1000;1000;1000;169.541;91.349;169.541;91.349;4.76414;0.799849;4.20288;18.3063;999;A
gen-9321;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9322;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9323;998;1000;1000;241.19;110.467;268.19;110.467;5.08316;0.88576;4.37168;19.815;988;B
gen-9324;490;783;1000;1144.46;802.883;8029.46;3732.38;6.90455;0.387113;6.43056;42.0271;1;B
gen-9325;837;1000;1000;716.569;297.685;2917.07;297.685;6.2514;0.819717;5.33268;29.268;9;B
gen-9326;488;736;1000;1108.34;810.545;8020.34;4374.55;6.83261;0.505734;6.36877;41.4396;7;B
gen-9327;1000;1000;1000;201.444;86.273;201.444;86.273;4.94103;0.818991;4.14729;17.8802;998;A
gen-9328;977;1000;1000;434.187;189.386;744.687;189.386;5.70277;0.86109;4.93902;25.0285;843;B
gen-9329;960;985;1000;425.819;284.707;965.819;487.207;5.51122;1.31078;5.04718;26.8941;805;B
gen-9330;925;991;1000;574.815;335.64;1587.32;457.14;6.03776;0.731303;5.49272;30.8629;1;B
gen-9331;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9332;368;760;1000;1222.59;808.283;9754.59;4048.28;6.99165;0.337202;6.39513;41.7197;1;B
gen-9333;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9334;957;995;1000;450.93;292.871;1031.43;360.371;5.67773;1.03097;5.23452;28.4317;460;B
gen-9335;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9336;971;999;1000;443.097;202.774;834.597;216.274;5.73851;0.798898;4.97092;25.3892;896;B
gen-9337;1000;1000;1000;210.987;76.946;210.987;76.946;4.8777;1.16183;4.00321;16.8124;875;B
gen-9338;996;999;1000;290.171;149.319;344.171;162.819;5.33692;0.707974;4.75208;23.0823;995;B
gen-9339;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9340;730;851;1000;781.363;596.207;4426.36;2607.71;6.17947;1.40449;5.7456;34.8059;1;B
gen-9341;1000;1000;1000;61.774;37.882;61.774;37.882;3.77097;0.756033;3.28341;11.4496;999;A
gen-9342;996;999;1000;305.111;180.003;359.111;193.503;5.19308;1.32139;4.7217;23.3885;974;B
gen-9343;790;871;1000;779.39;635.413;3614.39;2376.91;6.34518;0.836953;6.01995;37.4297;14;B
gen-9344;685;787;1000;872.853;699.367;5125.35;3574.87;6.42793;0.979192;6.04901;37.972;30;B
gen-9345;573;900;1000;1054.53;683.725;6819.03;2033.72;6.7687;0.54042;6.26443;39.9066;7;B
gen-9346;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9347;471;773;1000;1134.66;788.47;8276.16;3852.97;6.8776;0.442345;6.37153;41.3744;6;B
gen-9348;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9349;980;999;1000;366.131;212.082;636.131;225.582;5.48854;0.903323;4.98153;25.5718;901;B
gen-9350;1000;1000;1000;172.08;90.977;172.08;90.977;4.72098;0.96643;4.10343;17.6575;999;A
gen-9351;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9352;988;1000;1000;355.397;183.738;517.397;183.738;5.45416;0.963961;4.81178;24.0312;707;B
gen-9353;241;383;1000;1315.65;1199.64;11562.1;9529.14;7.08128;0.326667;6.92831;48.563;1;B
gen-9354;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9355;999;1000;1000;152.912;99.688;166.412;99.688;4.60278;0.897779;4.25237;18.8159;992;B
gen-9356;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9357;1000;1000;1000;100.611;50.427;100.611;50.427;4.21565;0.852866;3.63851;13.8294;999;A
gen-9358;644;880;1000;972.761;652.658;5778.76;2272.66;6.62901;0.737359;6.11303;38.3471;16;B
gen-9359;1000;1000;1000;185.23;108.282;185.23;108.282;4.74865;1.08683;4.22076;18.7747;200;A
gen-9360;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9361;828;919;1000;674.086;507.548;2996.09;1601.05;6.0094;1.40059;5.64858;33.4422;1;B
gen-9362;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9363;1000;1000;1000;39.365;25.456;39.365;25.456;3.44593;0.448224;3.07084;9.76981;923;B
gen-9364;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9365;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9366;1000;1000;1000;117.814;67.954;117.814;67.954;4.41453;0.722777;3.93727;16.0538;999;B
gen-9367;1000;1000;1000;314.466;179.573;314.466;179.573;5.3556;0.932285;4.75723;23.5449;180;A
gen-9368;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9369;959;999;1000;468.521;268.863;1022.02;282.363;5.75736;0.913672;5.24561;28.2927;1;B
gen-9370;994;997;1000;265.554;139.064;346.554;179.564;5.11751;1.0524;4.43896;20.6332;492;B
gen-9371;866;990;1000;653.826;385.881;2462.83;520.881;6.13334;0.837353;5.62072;32.3649;2;B
gen-9372;696;940;1000;918.288;556.666;5022.29;1366.67;6.59582;0.583288;6.01881;36.9415;2;B
gen-9373;744;830;1000;794.159;605.856;4250.16;2900.86;6.31499;0.979218;5.89974;36.086;478;B
gen-9374;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9375;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9376;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9377;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9378;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9379;1000;1000;1000;223.851;132.9;223.851;132.9;4.98997;0.98162;4.55014;21.4668;994;A
gen-9380;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9381;1000;1000;1000;131.453;97.215;131.453;97.215;4.48984;0.880138;4.21064;18.5707;775;A
gen-9382;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9383;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9384;309;376;1000;1259.36;1136.99;10587.9;9560.99;7.01096;0.408015;6.76332;46.6781;6;B
gen-9385;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9386;898;897;1000;507.176;474.898;1884.18;1865.4;5.49003;2.03178;5.24474;30.1197;995;A
gen-9387;384;649;1000;1180.94;923.303;9496.94;5661.8;6.89738;0.547326;6.52865;43.5033;2;B
gen-9388;903;961;1000;517.674;351.738;1827.17;878.238;5.7702;1.12436;5.32873;29.5382;333;B
gen-9389;431;493;1000;1146.41;1052.04;8827.91;7896.54;6.87802;0.47737;6.69296;45.6285;10;B
gen-9390;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9391;543;879;1000;1073.93;659.106;7243.43;2292.61;6.7964;0.51315;6.19123;39.0754;1;B
gen-9392;846;951;1000;662.584;452.636;2741.58;1114.14;6.09831;1.01466;5.64896;33.0457;1;B
gen-9393;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9394;901;954;1000;566.723;385.167;1903.22;1006.17;5.82383;1.4332;5.28397;29.6484;90;B
gen-9395;880;965;1000;586.555;349.619;2206.55;822.119;5.98819;0.903512;5.40431;30.1422;180;B
gen-9396;1000;1000;1000;240.21;125.646;240.21;125.646;5.06405;0.946318;4.44102;20.5284;994;A
gen-9397;985;1000;1000;393.411;213.292;595.911;213.292;5.55982;0.994212;4.92795;25.2861;136;B
gen-9398;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9399;998;998;1000;230.022;145.661;257.022;172.661;4.89688;1.2624;4.29655;19.9234;868;A
gen-9400;623;921;1000;1052.06;603.917;6141.56;1670.42;6.81522;0.363052;6.1282;38.2077;1;B
gen-9401;855;991;1000;687.387;320.407;2644.89;441.907;6.15521;0.973299;5.41514;30.1003;1;B
gen-9402;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9403;878;985;1000;719.488;440.673;2366.49;643.173;6.32891;0.5952;5.80574;34.3686;64;B
gen-9404;874;979;1000;645.003;347.252;2346;630.752;6.12081;0.86913;5.44661;30.55;35;B
gen-9405;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9406;962;998;1000;495.059;251.793;1008.06;278.793;5.88221;0.730552;5.24318;28.0903;1;B
gen-9407;405;567;1000;1165.29;1022.95;9197.79;6868.45;6.85549;0.666939;6.65052;45.154;1;B
gen-9408;994;1000;1000;323.69;168.852;404.69;168.852;5.40911;0.839046;4.75293;23.3557;986;B
gen-9409;1000;1000;1000;141.388;69.117;141.388;69.117;4.45371;1.16293;3.79321;15.3584;991;B
gen-9410;1000;1000;1000;184.143;99.24;184.143;99.24;4.85645;0.787183;4.32036;19.2675;992;B
gen-9411;843;971;1000;728.445;466.929;2847.95;858.429;6.31923;0.657192;5.83319;34.7547;3;B
gen-9412;812;965;1000;801.988;456.347;3339.99;928.847;6.44239;0.61959;5.8208;34.5667;1;B
gen-9413;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9414;451;766;1000;1158.34;789.168;8569.84;3948.17;6.8973;0.475233;6.36921;41.3804;2;B
gen-9415;1000;1000;1000;138.077;71.657;138.077;71.657;4.56277;0.76987;3.98498;16.4846;964;A
gen-9416;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9417;647;759;1000;845.061;694.969;5610.56;3948.47;6.29567;1.24382;5.99943;37.4432;10;B
gen-9418;996;1000;1000;273.785;140.036;327.785;140.036;5.20221;0.895801;4.57765;21.6929;994;B
gen-9419;950;991;1000;440.254;268.627;1115.25;390.127;5.62383;1.0937;5.09027;26.9648;90;B
gen-9420;1000;1000;1000;168.365;94.235;168.365;94.235;4.63663;1.0658;4.11805;17.8204;991;A
gen-9421;1000;1000;1000;109.6;66.161;109.6;66.161;4.33918;0.781933;3.85624;15.5831;998;A
gen-9422;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9423;209;545;1000;1368.12;1080.94;12046.6;7223.44;7.16731;0.159435;6.83492;47.1594;2;B
gen-9424;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9425;653;932;1000;950.794;535.24;5635.29;1453.24;6.60689;0.69513;5.90752;35.7986;13;B
gen-9426;1000;1000;1000;194.71;102.345;194.71;102.345;4.89039;0.875368;4.27668;19.0899;995;B
gen-9427;1000;1000;1000;59.927;44.538;59.927;44.538;3.69605;0.835417;3.41491;12.4526;986;B
gen-9428;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9429;874;977;1000;604.858;337.624;2305.86;648.124;6.02242;0.899061;5.42116;30.2113;7;B
gen-9430;176;567;1000;1382.01;1078.72;12506;6924.23;7.18209;0.14802;6.82947;47.0951;1;B
gen-9431;965;999;1000;472.353;250.423;944.853;263.923;5.80262;0.812473;5.19696;27.717;141;B
gen-9432;1000;1000;1000;105.788;56.286;105.788;56.286;4.28836;0.772236;3.77279;14.7574;999;A
gen-9433;911;970;1000;525.049;342.303;1726.55;747.303;5.83975;0.970522;5.3709;29.8373;372;B
gen-9434;259;642;1000;1322.96;978.87;11326.5;5811.87;7.11377;0.218534;6.68204;45.2334;1;B
gen-9435;638;941;1000;1008.06;576.656;5895.06;1373.16;6.71053;0.581613;6.05404;37.3854;13;B
gen-9436;998;1000;1000;270.958;135.609;297.958;135.609;5.22906;0.812921;4.58048;21.6458;999;B
gen-9437;882;993;1000;690.523;389.715;2283.52;484.215;6.26194;0.658331;5.69535;33.0482;20;B
gen-9438;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9439;775;968;1000;797.453;454.625;3834.95;886.625;6.34655;0.916799;5.70958;33.618;1;B
gen-9440;339;655;1000;1246.27;940.32;10169.8;5597.82;7.01415;0.331364;6.59516;44.2048;1;B
gen-9441;986;995;1000;394.369;278.635;583.369;346.135;5.60198;0.85758;5.27697;28.627;1;B
gen-9442;939;985;1000;543.834;331.839;1367.33;534.339;5.93837;0.881605;5.38721;29.9527;353;B
gen-9443;700;862;1000;864.955;609.657;4914.95;2472.66;6.46121;0.810203;6.00069;37.0243;1;B
gen-9444;300;649;1000;1257.82;957.541;10707.8;5696.04;6.99609;0.45792;6.61118;44.4641;1;B
gen-9445;541;727;1000;1013.39;811.7;7209.89;4497.2;6.61186;0.979654;6.29156;40.8106;1;B
gen-9446;999;1000;1000;176.93;119.809;190.43;119.809;4.6901;1.15227;4.14494;18.59;998;B
gen-9447;876;979;1000;650.672;378.265;2324.67;661.765;6.12494;0.86087;5.55951;31.7619;22;B
gen-9448;632;844;1000;960.77;658.248;5928.77;2764.25;6.60688;0.729481;6.09749;38.1803;26;B
gen-9449;1000;1000;1000;84.562;37.899;84.562;37.899;4.05524;0.849809;3.33967;11.793;999;A
gen-9450;1000;1000;1000;137.43;77.477;137.43;77.477;4.57873;0.72514;4.05879;17.0471;997;A
gen-9451;291;508;1000;1286.6;1102.65;10858.1;7744.65;7.06242;0.294392;6.829;47.1847;1;B
gen-9452;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9453;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9454;1000;1000;1000;114.976;61.897;114.976;61.897;4.36476;0.821835;3.79076;15.0468;998;A
gen-9455;957;1000;1000;508.381;268.592;1088.88;268.592;5.81495;1.04159;5.18674;27.8593;16;B
gen-9456;63;190;1000;1451.63;1345.42;14101.1;12280.4;7.25196;0.0974432;7.1236;51.0464;1;B
gen-9457;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9458;992;1000;1000;329.21;162.296;437.21;162.296;5.46758;0.696122;4.86004;24.1002;572;B
gen-9459;1000;1000;1000;87.702;56.601;87.702;56.601;4.1354;0.6871;3.7239;14.4867;941;B
gen-9460;916;987;1000;576.27;374.293;1710.27;549.793;6.00302;0.846386;5.59144;32.0177;287;B
gen-9461;1000;1000;1000;132.037;51.331;132.037;51.331;4.51518;0.816607;3.67738;14.0729;999;B
gen-9462;795;961;1000;804.311;486.663;3571.81;1013.16;6.41798;0.689705;5.83778;34.9106;63;B
gen-9463;370;487;1000;1178.37;1021.08;9683.37;7946.58;6.85442;0.734128;6.57108;44.3735;4;B
gen-9464;705;913;1000;909.14;584.874;4891.64;1759.37;6.55697;0.699652;6.03481;37.2246;10;B
gen-9465;834;950;1000;653.789;417.26;2894.79;1092.26;6.08742;0.963433;5.5555;31.9239;16;B
gen-9466;994;1000;1000;284.829;149.435;365.829;149.435;5.27188;0.870808;4.68033;22.6352;566;B
gen-9467;917;998;1000;581.643;263.307;1702.14;290.307;6.05355;0.715829;5.28855;28.5658;71;B
gen-9468;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9469;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9470;905;992;1000;597.488;307.291;1879.99;415.291;6.02852;0.885298;5.38136;29.727;68;B
gen-9471;1000;1000;1000;169.597;123.791;169.597;123.791;4.71559;0.963801;4.34867;19.9967;999;B
gen-9472;732;905;1000;814.608;547.537;4432.61;1830.04;6.37891;0.84823;5.89037;35.6781;32;B
gen-9473;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9474;253;466;1000;1292.77;1094.14;11377.3;8303.14;7.04099;0.411948;6.74974;46.3972;1;B
gen-9475;991;1000;1000;275.84;171.329;397.34;171.329;5.0151;1.45845;4.46876;21.5046;977;B
gen-9476;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9477;769;923;1000;802.83;478.986;3921.33;1518.49;6.3273;0.987227;5.70226;33.6325;16;B
gen-9478;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9479;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9480;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9481;395;826;1000;1176.57;702.697;9344.07;3051.7;6.90501;0.501974;6.20089;39.355;1;B
gen-9482;909;996;1000;588.198;310.858;1816.7;364.858;5.98888;0.965745;5.35906;29.6347;398;B
gen-9483;1000;1000;1000;148.416;98.07;148.416;98.07;4.50322;1.15978;4.14861;18.2019;995;A
gen-9484;1000;1000;1000;53.4;29.39;53.4;29.39;3.60784;0.745815;3.11263;10.2304;817;A
gen-9485;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9486;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9487;886;973;1000;611.566;355.422;2150.57;719.922;6.05337;0.865198;5.48289;30.8858;570;B
gen-9488;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9489;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9490;1000;1000;1000;146.812;78.511;146.812;78.511;4.65661;0.690967;4.10527;17.3651;994;A
gen-9491;1000;1000;1000;40.207;26.535;40.207;26.535;3.3484;0.682269;2.98714;9.51002;999;A
gen-9492;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9493;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9494;1000;1000;1000;181.006;97.489;181.006;97.489;4.79191;0.928771;4.20594;18.5002;978;B
gen-9495;1000;1000;1000;101.533;71.101;101.533;71.101;4.26278;0.754342;3.93102;16.1328;999;B
gen-9496;446;852;1000;1195.48;782.802;8674.48;2780.8;6.96624;0.343464;6.43235;41.9863;2;B
gen-9497;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9498;807;955;1000;722.36;450.226;3327.86;1057.73;6.23974;0.8538;5.73036;33.7077;1;B
gen-9499;1000;1000;1000;87.18;55.743;87.18;55.743;3.97878;1.03607;3.60641;13.8417;999;A
gen-9500;920;994;1000;608.023;335.959;1688.02;416.959;6.09392;0.749617;5.53553;31.2753;207;B
gen-9501;845;939;1000;684.922;492.345;2777.42;1315.85;6.16867;0.922993;5.75917;34.2225;65;B
gen-9502;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9503;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9504;1000;1000;1000;69.152;37.741;69.152;37.741;3.92759;0.608062;3.43879;12.2061;998;A
gen-9505;1000;1000;1000;124.07;71.783;124.07;71.783;4.38885;0.939565;3.90089;15.9946;998;B
gen-9506;1000;1000;1000;93.292;66.15;93.292;66.15;4.16051;0.808993;3.78043;15.1183;999;A
gen-9507;1000;1000;1000;61.753;37.764;61.753;37.764;3.81778;0.623242;3.38718;11.9508;998;B
gen-9508;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9509;700;937;1000;883.035;536.423;4933.03;1386.92;6.51336;0.705228;5.96297;36.3032;3;B
gen-9510;668;876;1000;919.959;573.515;5401.96;2247.51;6.53103;0.825855;5.91808;36.0886;10;B
gen-9511;658;919;1000;946.926;558.569;5563.93;1652.07;6.59722;0.703181;5.97914;36.5819;1;B
gen-9512;718;916;1000;886.249;574.517;4693.25;1708.52;6.49369;0.816817;5.96936;36.5944;1;B
gen-9513;961;1000;1000;444.938;209.605;971.438;209.605;5.64481;1.1103;4.94068;25.327;544;B
gen-9514;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9515;51;78;1000;1452.86;1419.68;14264.4;13866.7;7.25281;0.0930765;7.20083;52.1007;1;B
gen-9516;998;992;1000;208.247;193.81;235.247;301.81;4.75463;1.3341;4.47465;21.7841;947;A
gen-9517;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-9518;191;375;1000;1360.4;1186.32;12281.9;9623.82;7.15282;0.190455;6.91021;48.3012;1;B
gen-9519;995;1000;1000;301.639;164.694;369.139;164.694;5.31761;0.874466;4.74374;23.2758;974;B
